編號 F0010001A2007_1_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_73_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_74_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_75_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_76_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_77_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_78_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_79_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_8_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_80_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_81_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_82_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_83_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_84_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_85_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_86_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_87_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_88_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_89_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_9_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_90_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_91_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_92_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_93_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_94_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_95_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_96_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_97_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_98_07 的CER： 1.0000, SER: 1.0000
編號 F0020001A2003_99_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_1_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_10_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_11_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_12_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_13_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_14_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_15_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_16_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_17_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_18_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_19_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_2_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_20_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_21_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_22_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_23_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_24_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_25_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_26_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_27_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_28_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_29_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_3_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_30_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_31_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_32_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_33_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_34_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_35_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_36_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_37_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_38_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_39_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_4_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_40_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_41_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_42_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_43_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_44_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_45_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_46_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_47_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_48_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_49_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_5_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_50_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_51_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_52_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_53_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_54_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_55_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_56_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_57_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_58_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_59_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_6_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_60_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_61_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_62_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_7_07 的CER： 1.0000, SER: 1.0000
編號 F0020001D3003_8_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_1_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_10_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_100_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_101_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_103_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_104_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_105_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_106_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_107_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_108_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_109_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_11_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_110_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_111_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_112_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_113_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_114_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_115_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_116_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_117_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_118_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_119_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_12_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_120_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_121_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_122_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_123_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_124_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_125_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_126_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_127_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_128_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_129_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_13_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_130_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_131_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_132_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_133_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_134_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_135_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_136_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_137_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_138_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_139_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_14_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_140_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_141_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_142_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_143_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_144_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_145_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_146_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_147_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_148_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_149_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_15_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_150_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_151_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_152_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_153_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_154_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_155_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_156_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_157_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_158_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_159_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_16_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_160_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_161_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_162_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_163_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_164_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_165_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_166_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_167_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_168_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_169_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_17_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_170_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_171_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_172_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_173_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_174_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_175_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_176_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_177_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_178_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_179_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_18_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_180_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_181_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_182_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_183_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_184_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_185_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_186_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_187_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_188_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_189_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_19_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_190_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_191_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_192_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_193_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_195_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_196_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_197_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_198_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_199_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_2_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_20_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_200_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_21_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_22_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_23_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_24_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_25_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_26_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_27_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_28_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_29_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_3_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_30_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_31_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_32_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_33_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_34_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_35_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_36_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_37_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_38_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_39_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_4_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_40_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_41_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_42_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_43_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_44_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_45_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_46_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_47_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_48_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_49_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_5_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_50_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_51_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_52_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_53_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_54_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_55_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_56_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_57_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_58_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_59_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_6_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_60_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_61_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_62_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_63_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_64_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_65_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_66_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_67_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_68_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_69_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_7_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_70_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_71_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_72_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_73_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_74_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_75_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_76_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_77_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_78_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_79_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_8_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_80_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_81_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_82_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_83_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_84_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_85_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_86_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_87_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_88_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_89_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_9_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_90_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_91_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_92_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_93_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_94_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_95_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_96_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_97_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_98_07 的CER： 1.0000, SER: 1.0000
編號 F0060001A2017_99_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_1_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_10_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_11_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_12_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_13_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_14_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_16_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_17_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_18_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_19_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_2_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_20_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_21_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_22_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_23_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_24_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_25_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_26_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_27_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_28_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_29_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_3_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_30_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_31_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_32_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_33_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_34_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_35_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_36_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_37_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_38_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_39_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_4_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_40_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_41_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_42_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_43_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_44_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_45_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_46_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_47_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_48_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_49_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_5_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_50_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_51_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_52_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_53_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_54_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_55_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_56_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_57_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_58_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_59_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_6_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_60_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_61_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_62_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_63_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_64_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_65_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_66_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_67_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_68_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_69_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_7_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_70_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_71_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_72_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_8_07 的CER： 1.0000, SER: 1.0000
編號 F0060001D3017_9_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_1_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_10_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_100_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_101_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_102_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_103_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_104_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_105_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_106_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_107_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_108_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_109_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_11_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_110_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_111_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_112_07 的CER： 1.0000, SER: 1.0000
編號 F0070001A2011_113_07 的CER： 1.0000, SER: 1.0000
